bul,eng,fin,por,spa,swe
15882,894294,393520,2666718,787977,4338352	5
15882,1263636,393520,2666718,787977,4338352	5
15918,1216445,421944,1060927,829069,1965179	5
16428,1333123,393570,4387482,830064,1807646	5
16475,512366,393588,1181205,821708,1959782	5
16475,1410096,393588,1181205,821708,1959782	5
16475,3219287,393588,1181205,821708,1959782	5
16675,1590242,994145,2209973,834212,2209978	5
16765,580319,393634,2603573,776781,891020	5
16969,456382,1992374,2318746,830771,4388032	5
29909,5105065,1534150,3404361,783096,5105103	5
17096,1958984,786859,3324071,834021,3891649	5
17096,873995,786859,3324071,834021,3891649	5
17103,477043,393610,3305547,782539,1435215	5
17103,1207782,393610,3305547,782539,1435215	5
17116,1403638,393639,3305550,763635,4060619	5
17212,580333,393647,3305561,783085,2237785	5
17212,580334,393647,3305561,783085,2237785	5
17212,1009850,393647,3305561,783085,2237785	5
17212,1415396,393647,3305561,783085,2237785	5
17283,477321,393651,3350613,830005,2183642	5
17421,4632282,2665612,1291304,829962,1991618	5
17660,580346,393672,3305592,822729,2161570	5
17660,512411,393672,3305592,822729,2161570	5
931492,580347,393672,3305592,822729,2161570	5
931492,687747,393672,3305592,822729,2161570	5
18017,580348,393675,2932471,783055,4069452	5
18017,743587,393675,2932471,783055,4069452	5
18017,743588,393675,2932471,783055,4069452	5
20379,1307583,1198178,812667,2346122,1960980	5
20379,635932,1198178,812667,2346122,1960980	5
20379,505856,1198178,812667,2346122,1960980	5
19170,450220,912989,354752,2743576,1959074	5
20664,2065863,414976,3230924,832194,1960583	5
39609,445688,698090,1023179,4645866,1023185	5
20566,523579,698090,1023179,4645866,1023185	5
21267,466696,517532,3365881,779656,1990270	5
21267,5575147,517532,3365881,779656,1990270	5
24338,862553,340998,1346006,765501,1987510	5
664250,1350983,2134018,2682784,3785430,1963767	5
664250,1082719,2134018,2682784,3785430,1963767	5
664250,1618010,2134018,2682784,3785430,1963767	5
664250,2109835,2134018,2682784,3785430,1963767	5
664250,500509,2134018,2682784,3785430,1963767	5
664250,1458426,2134018,2682784,3785430,1963767	5
664250,2084453,2134018,2682784,3785430,1963767	5
29830,573793,993026,3584411,3256692,3720673	5
29006,1696536,5257289,816247,819579,3036071	5
29587,1280033,1217925,4941181,783080,1995392	5
29600,623421,3521838,4941179,830009,890897	5
30211,4954998,1512318,7138682,2311892,2814518	5
433730,3865060,1319213,3372692,456791,1990452	5
433730,777905,1319213,3372692,456791,1990452	5
433730,456534,1319213,3372692,456791,1990452	5
72133,775319,1292494,1012591,821780,893157	5
72133,1105256,1292494,1012591,821780,893157	5
72133,825039,1292494,1012591,821780,893157	5
72133,959649,1292494,1012591,821780,893157	5
241054,738648,1292494,1012591,821780,893157	5
785358,738648,1292494,1012591,821780,893157	5
2387252,738648,1292494,1012591,821780,893157	5
3737013,738648,1292494,1012591,821780,893157	5
1887384,738648,1292494,1012591,821780,893157	5
3378676,738648,1292494,1012591,821780,893157	5
2141961,738648,1292494,1012591,821780,893157	5
2141970,738648,1292494,1012591,821780,893157	5
2361996,738648,1292494,1012591,821780,893157	5
953591,738648,1292494,1012591,821780,893157	5
241054,771956,1292494,1012591,821780,893157	5
785358,771956,1292494,1012591,821780,893157	5
2387252,771956,1292494,1012591,821780,893157	5
3737013,771956,1292494,1012591,821780,893157	5
1887384,771956,1292494,1012591,821780,893157	5
3378676,771956,1292494,1012591,821780,893157	5
2141961,771956,1292494,1012591,821780,893157	5
2141970,771956,1292494,1012591,821780,893157	5
2361996,771956,1292494,1012591,821780,893157	5
953591,771956,1292494,1012591,821780,893157	5
31385,775319,1292494,1012591,821780,893157	5
31385,1105256,1292494,1012591,821780,893157	5
31385,825039,1292494,1012591,821780,893157	5
31385,959649,1292494,1012591,821780,893157	5
31381,1944116,1292494,1012591,821780,893157	5
321699,1944116,1292494,1012591,821780,893157	5
31384,1944116,1292494,1012591,821780,893157	5
486448,1944116,1292494,1012591,821780,893157	5
321700,1944116,1292494,1012591,821780,893157	5
31380,1944116,1292494,1012591,821780,893157	5
31381,482580,1292494,1012591,821780,893157	5
321699,482580,1292494,1012591,821780,893157	5
486448,482580,1292494,1012591,821780,893157	5
321700,482580,1292494,1012591,821780,893157	5
31380,482580,1292494,1012591,821780,893157	5
31381,4612858,1292494,1012591,821780,893157	5
321699,4612858,1292494,1012591,821780,893157	5
31384,4612858,1292494,1012591,821780,893157	5
321700,4612858,1292494,1012591,821780,893157	5
31380,4612858,1292494,1012591,821780,893157	5
31381,2141973,1292494,1012591,821780,893157	5
321699,2141973,1292494,1012591,821780,893157	5
31384,2141973,1292494,1012591,821780,893157	5
486448,2141973,1292494,1012591,821780,893157	5
321700,2141973,1292494,1012591,821780,893157	5
31380,2141973,1292494,1012591,821780,893157	5
31381,2489919,1292494,1012591,821780,893157	5
321699,2489919,1292494,1012591,821780,893157	5
31384,2489919,1292494,1012591,821780,893157	5
486448,2489919,1292494,1012591,821780,893157	5
321700,2489919,1292494,1012591,821780,893157	5
31380,2489919,1292494,1012591,821780,893157	5
31381,6601724,1292494,1012591,821780,893157	5
321699,6601724,1292494,1012591,821780,893157	5
31384,6601724,1292494,1012591,821780,893157	5
486448,6601724,1292494,1012591,821780,893157	5
321700,6601724,1292494,1012591,821780,893157	5
31380,6601724,1292494,1012591,821780,893157	5
31381,1349820,1292494,1012591,821780,893157	5
321699,1349820,1292494,1012591,821780,893157	5
31384,1349820,1292494,1012591,821780,893157	5
486448,1349820,1292494,1012591,821780,893157	5
321700,1349820,1292494,1012591,821780,893157	5
31380,1349820,1292494,1012591,821780,893157	5
1587267,775319,1292494,1012591,821780,893157	5
1587267,1105256,1292494,1012591,821780,893157	5
1587267,825039,1292494,1012591,821780,893157	5
1587267,959649,1292494,1012591,821780,893157	5
241054,825039,1292494,1012591,821780,893157	5
785358,825039,1292494,1012591,821780,893157	5
72133,1944116,1292494,1012591,821780,893157	5
433593,639514,390855,1181720,829869,2201042	5
433593,360395,390855,1181720,829869,2201042	5
433593,614855,390855,1181720,829869,2201042	5
433593,1236812,390855,1181720,829869,2201042	5
433593,1236814,390855,1181720,829869,2201042	5
433593,1286091,390855,1181720,829869,2201042	5
433593,1976510,390855,1181720,829869,2201042	5
32672,504493,1139342,4955086,779789,3125133	5
33536,483365,393733,3305631,771127,7585955	5
33811,733886,897240,1575609,771292,892875	5
239523,4964155,381522,6837380,1490892,2166322	5
37162,1584764,941423,2763953,763018,1991657	5
37170,1402282,4626665,3382951,763647,1996302	5
38153,6989157,729656,2666738,787911,781095	5
38153,854706,729656,2666738,787911,781095	5
265500,5102194,1321054,3404512,779630,1996347	5
415594,454135,952577,2115550,456761,2115554	5
415594,462485,952577,2115550,456761,2115554	5
38593,454135,952577,2115550,456761,2115554	5
39148,574278,4863828,355121,3256772,1965163	5
39148,723868,4863828,355121,3256772,1965163	5
39148,1286132,4863828,355121,3256772,1965163	5
39164,473524,576799,4941194,779778,4384172	5
39262,503570,1292765,6590954,2631956,4384238	5
322838,720060,996207,2723547,822748,1435213	5
593265,720060,996207,2723547,822748,1435213	5
42067,720060,996207,2723547,822748,1435213	5
411285,615668,576708,3207120,779667,1996418	5
43876,867675,1085041,2675947,830572,901891	5
43876,1365289,1085041,2675947,830572,901891	5
44474,735580,1141748,3086605,3328303,1988990	5
2647795,1296967,1141748,3086605,3328303,1988990	5
56350,1651451,1652645,1033287,832273,493633	5
61770,1240813,394340,2666731,782547,1975088	5
62498,135794,899716,3237443,830680,1960581	5
62498,537857,899716,3237443,830680,1960581	5
62498,2753023,899716,3237443,830680,1960581	5
63403,721688,1279755,2682943,822743,1996397	5
435726,623776,995216,1180739,765440,409735	5
63615,647636,995216,1180739,765440,409735	5
64424,345431,977873,4638531,456834,4347394	5
64527,1344522,1205171,3939657,783063,5329333	5
508379,346665,377947,2765690,2154520,892961	5
67222,2145715,4962675,1575666,3927057,491520	5
69236,710333,4769833,3426028,771575,4097556	5
69236,1339431,4769833,3426028,771575,4097556	5
69236,3463980,4769833,3426028,771575,4097556	5
69236,4383927,4769833,3426028,771575,4097556	5
69236,6694190,4769833,3426028,771575,4097556	5
69236,528492,4769833,3426028,771575,4097556	5
69236,3463979,4769833,3426028,771575,4097556	5
69735,461013,455459,836453,771512,2079127	5
69735,5537644,455459,836453,771512,2079127	5
69735,2175032,455459,836453,771512,2079127	5
69763,721611,770809,3816234,771163,926225	5
69763,533267,770809,3816234,771163,926225	5
69763,1651114,770809,3816234,771163,926225	5
70623,180721,397638,1575586,429597,2015035	5
408293,180721,397638,1575586,429597,2015035	5
70623,461028,397638,1575586,429597,2015035	5
408293,461028,397638,1575586,429597,2015035	5
372352,599201,340457,2690866,760722,2655834	5
372352,599202,340457,2690866,760722,2655834	5
372352,2881263,340457,2690866,760722,2655834	5
528304,599201,340457,2690866,760722,2655834	5
70730,599201,340457,2690866,760722,2655834	5
73155,862556,990359,2622853,3548183,1796076	5
27750,989542,990359,2622853,3548183,1796076	5
27750,1289082,990359,2622853,3548183,1796076	5
138919,5165671,390881,1023491,3938020,1023494	5
138919,373297,390881,1023491,3938020,1023494	5
138919,5590180,390881,1023491,3938020,1023494	5
242881,728502,390769,2662215,829139,3781310	5
249797,1633485,1190049,785968,2845241,3926860	5
249797,1902050,1190049,785968,2845241,3926860	5
433675,4410014,2716520,2277974,788000,1991628	5
250804,1235512,2716520,2277974,788000,1991628	5
255092,2084589,1255908,3741567,777387,1996393	5
255092,445684,1255908,3741567,777387,1996393	5
255092,459191,1255908,3741567,777387,1996393	5
259069,1236875,1236383,3796287,5728727,1108739	5
259069,3986304,1236383,3796287,5728727,1108739	5
256929,354937,1236383,3796287,5728727,1108739	5
259069,436304,1236383,3796287,5728727,1108739	5
259851,692722,720926,5203697,762515,5204064	5
259851,454089,720926,5203697,762515,5204064	5
321985,2181449,411469,1496846,829134,1990264	5
321985,456390,411469,1496846,829134,1990264	5
321985,733887,411469,1496846,829134,1990264	5
321985,1265266,411469,1496846,829134,1990264	5
268846,636452,1417099,1612447,2819611,891252	5
269536,558657,5944743,2757757,4548981,893287	5
274217,1713130,872960,1152746,4527823,1972828	5
274491,2992125,2990254,3633036,763638,2110598	5
274491,1284322,2990254,3633036,763638,2110598	5
277403,592480,1275547,2765558,3032522,1990638	5
278606,1272433,579004,2120595,2314477,1996346	5
699465,699464,1198249,1816650,3218112,2182343	5
699465,631763,1198249,1816650,3218112,2182343	5
287426,3035250,7534288,2674014,798939,2031130	5
287426,1208704,7534288,2674014,798939,2031130	5
1396366,1427239,1456190,3829501,2374670,1960678	5
1396366,2184045,1456190,3829501,2374670,1960678	5
291890,1435655,1011229,3089441,763653,1435113	5
294185,1531340,1488110,1180744,776764,1138521	5
1316124,727656,1488110,1180744,776764,1138521	5
294187,727656,1488110,1180744,776764,1138521	5
294187,339314,1488110,1180744,776764,1138521	5
295297,1117473,391548,2599924,779658,1991615	5
298009,453876,1204990,368199,765434,921231	5
298009,456124,1204990,368199,765434,921231	5
555114,456124,1204990,368199,765434,921231	5
417024,703029,423999,1009799,771335,1996367	5
298928,631056,423999,1009799,771335,1996367	5
298928,703029,423999,1009799,771335,1996367	5
1682872,4522619,1682878,357659,4552492,1959076	5
1396369,1441546,1188776,2763857,2374662,1960672	5
305951,722464,1394285,6593829,787957,1996296	5
317257,1328368,1296237,6631503,829880,1991654	5
317830,1085516,974064,1011548,767911,991450	5
3962696,2306613,974064,1011548,767911,991450	5
322709,2306613,974064,1011548,767911,991450	5
322709,746053,974064,1011548,767911,991450	5
319989,541821,1202002,792983,2313452,1966349	5
321476,1359879,1359980,2684151,832333,1990422	5
321870,380916,1236367,779955,822781,1996400	5
254072,1923336,411538,1030652,787942,2514413	5
323728,3535505,5368473,3350676,829989,1990278	5
323728,734249,5368473,3350676,829989,1990278	5
2258234,403913,397611,778578,3694724,849444	5
855284,855394,397611,778578,3694724,849444	5
373330,1502706,397074,7798192,3802858,509792	5
538123,1502706,397074,7798192,3802858,509792	5
538123,4557753,397074,7798192,3802858,509792	5
538123,1130110,397074,7798192,3802858,509792	5
538123,4557745,397074,7798192,3802858,509792	5
538123,4557747,397074,7798192,3802858,509792	5
538123,4557749,397074,7798192,3802858,509792	5
538123,4557755,397074,7798192,3802858,509792	5
538123,4557756,397074,7798192,3802858,509792	5
538123,381198,397074,7798192,3802858,509792	5
538123,540483,397074,7798192,3802858,509792	5
538123,473456,397074,7798192,3802858,509792	5
538123,535237,397074,7798192,3802858,509792	5
538123,535238,397074,7798192,3802858,509792	5
538123,535236,397074,7798192,3802858,509792	5
538123,670849,397074,7798192,3802858,509792	5
16491,1053830,1054667,1012592,829896,923352	5
16491,1195815,1054667,1012592,829896,923352	5
16491,1195817,1054667,1012592,829896,923352	5
524168,524691,1054667,1012592,829896,923352	5
388869,1397026,904417,6163657,830112,1990477	5
394633,4344842,1033690,4638524,787895,1990606	5
394633,1330710,1033690,4638524,787895,1990606	5
394633,1430170,1033690,4638524,787895,1990606	5
394633,1330718,1033690,4638524,787895,1990606	5
394633,1346745,1033690,4638524,787895,1990606	5
394633,1156312,1033690,4638524,787895,1990606	5
394633,4344843,1033690,4638524,787895,1990606	5
395383,399418,760622,3560869,834059,4159707	5
1322,1643546,1644585,7105668,762384,893154	5
433474,3949483,519393,3192747,782671,5891822	5
433521,1306030,1318930,3781717,787986,1991636	5
433592,740924,1488955,2756263,829102,1995395	5
433592,740926,1488955,2756263,829102,1995395	5
433592,4524789,1488955,2756263,829102,1995395	5
433863,5101739,520462,3369457,779672,891943	5
433863,520789,520462,3369457,779672,891943	5
434584,434585,1130063,3242006,2797909,891556	5
435772,825063,1470050,4044320,771277,1990500	5
843310,436490,844917,2748134,2781873,2991722	5
843310,843306,844917,2748134,2781873,2991722	5
449019,806218,4935750,2135451,763636,2137667	5
449095,1215304,897226,7757097,771164,1168719	5
449095,1395597,897226,7757097,771164,1168719	5
449095,1134161,897226,7757097,771164,1168719	5
455353,536562,455362,2680752,455753,1999275	5
455353,989540,455362,2680752,455753,1999275	5
456449,1238877,1289403,2616178,456843,2048353	5
477061,851863,479871,509769,3946200,5239917	5
489677,571860,1043783,2675294,765431,1996369	5
489677,1281266,1043783,2675294,765431,1996369	5
489677,571861,1043783,2675294,765431,1996369	5
489677,2171120,1043783,2675294,765431,1996369	5
1987382,5140946,3173431,3279048,2631970,1988735	5
672254,1384564,1198101,2638452,4713974,1990261	5
672264,870264,1198101,2638452,4713974,1990261	5
622193,1329967,4969508,1011535,4806111,999060	5
622193,1285107,4969508,1011535,4806111,999060	5
718876,1120323,5520079,1634270,3250652,893128	5
1493450,863157,734617,1867587,4643129,1962107	5
1493450,1493451,734617,1867587,4643129,1962107	5
700754,863157,734617,1867587,4643129,1962107	5
1802121,957216,4936946,7763054,3877911,5886426	5
1802121,5594878,4936946,7763054,3877911,5886426	5
785667,1834053,987481,866682,785696,2921232	5
785667,785959,987481,866682,785696,2921232	5
785667,786300,987481,866682,785696,2921232	5
785667,2935659,987481,866682,785696,2921232	5
1653940,940088,1320448,5022326,799387,1134764	5
1396363,825085,1488037,3090000,2374722,1960681	5
887408,1296690,889505,1857192,3702581,1965079	5
1045248,1045250,4925588,3008019,2907815,2921201	5
1084632,1082863,5109249,1085292,1105124,1965194	5
1084632,1207295,5109249,1085292,1105124,1965194	5
1194034,4649922,2634577,3968917,2634713,2634727	5
1194034,1196236,2634577,3968917,2634713,2634727	5
1396189,1396192,1456262,3090002,2378414,1960695	5
1396189,2005782,1456262,3090002,2378414,1960695	5
1396371,1406449,1396393,3089998,2378334,1960668	5
1396376,1406446,1396388,2683217,2378321,1960663	5
1396442,1427235,1488017,2765700,2374628,1960656	5
1441287,1441465,1441615,2684179,1443649,1960157	5
1553523,1748254,1656729,6729254,830140,5891844	5
1860626,4513009,5498605,3214338,2370979,1996648	5
1860499,2694846,6942208,1831448,2371001,1996630	5
1860408,3422472,4952431,3281997,2374243,2015725	5
1867716,5684912,4912221,3395611,2370949,2088424	5
2005177,2011175,5979347,6569761,2348247,2005644	5
3172171,2011175,5979347,6569761,2348247,2005644	5
1886370,2004182,2453433,6771664,2370819,1998359	5
1887201,2019427,2993742,3198320,2843987,2097303	5
1890870,2016204,6951153,2675320,3250756,2085900	5
1890953,2123193,2309803,3233676,2370747,1999887	5
1891121,962624,5977876,3871066,2370741,2046227	5
1891121,4103578,5977876,3871066,2370741,2046227	5
1891121,4103580,5977876,3871066,2370741,2046227	5
1951504,2809340,2807471,2680803,2348139,2193515	5
1951519,3648914,6039051,3395622,2348137,2027307	5
1954278,2105568,2309729,2764674,2374176,1996618	5
2046775,2069397,2930579,3381304,3931353,5036178	5
2046775,4595101,2930579,3381304,3931353,5036178	5
1867702,2109076,6970245,3377493,2370956,2022934	5
1867702,2224915,6970245,3377493,2370956,2022934	5
2406536,2483128,4787285,3001330,2605646,2981881	5
